弹幕,重复次数
去柠檬,27.0
赖以活命的生计都被毁了,27.0
能取出来早取了,27.0
你信日本的诺言不如信我是秦始皇,27.0
成本？这还有成本问题么？不是应该无条件处置干净么？,27.0
没发现=没问题？,27.0
你们这些老东西，都快入土了，就不管地球以后长久的发展了呗,27.0
记者小姐姐英语比日语流利,27.0
就是说！,27.0
你们自己心里清楚,27.0
你们自己信吗,27.0
混淆，提高阅读难度，降低热度,27.0
赞同↑,27.0
就是有办法，但是不做,27.0
背锅侠1号,27.0
就是日本人不想负责任的精神，让人作呕,27.0
就是把原来的核污水建个大的蓄水池储存起来，上面造个收集雨水的装置储存雨水。,27.0
记者姐姐好厉害，会说好几种外语,27.0
我…我不知道该说什么了。日本政府只说氚的含量正常，这不是明白着装瞎嘛,27.0
你们是不是对公开有什么误解,27.0
就是你这个老菅老毕登,27.0
正解,27.0
正确的，不管渔民死活了属于是,27.0
你以为他们是不知道？就是装傻而已,27.0
就是为了做而说,27.0
就是不处理c14喽,27.0
又没良知，还没智慧。,27.0
原设计在25M高悬崖上的，结果一切再切低于15M，谁想海啸正好15M，呵呵,27.0
你别说话了!,27.0
你又在说些什么玩意？!,27.0
记者确实厉害双语并且还有专业名词,27.0
你指望一个想掩盖罪行的罪犯让别人放心？,27.0
感觉第四种电解释放危害相对较低,27.0
你所说的听取多方意见，包括你们自己的民众和国际社会的声音吗？,27.0
能被完全清楚，日本就不会这时候才排行海了,27.0
活不成了，写封遗书吧，已经排了几天了,27.0
感觉这个学者说话的语气，有种万念俱灰的感觉……,27.0
原来你也知道,27.0
原来你们知道啊,27.0
能花700亿压热度，花不起这？,27.0
原来你想到了啊,27.0
原来你是原罪之一,27.0
你态度都不明确，你处理啥了？,27.0
你居然不点赞？,27.0
殳读作书,27.0
死皮赖脸,27.0
死扑街，丑恶嘴脸，淋漓尽致,27.0
原来政府也知道啊,27.0
没人吗,27.0
光是过滤用的滤芯就已经不知道多久没换了,27.0
原来是你们认为的？不是测得的啊，牛逼啊，一贯的自以为是自说自话,27.0
原来有人看,27.0
当然,27.0
就算你给了补贴又怎样，你能挽回全球污染的局面吗？,27.0
贱坯子,27.0
当时最好把它沉了,27.0
我不要你认为，我要我认为,27.0
你也知道啊，王八犊子!,27.0
我们认为好一个认为，证据呢,27.0
而你我的朋友，你是真正的英雄,27.0
但其实花费是最多的，隐形成本是那笔帐的十几倍多。,27.0
但仍然是米,27.0
但不是都会进水里,27.0
但...没人在乎他们,27.0
我们比你们更希望你们说的是真的,27.0
伤心,27.0
全球啊！,27.0
传统技能经常撒谎。谁还记得日本有企业产品不合格谎报的先例,27.0
会打击很多产业链条，作孽呀。,27.0
核素不是根据元素表里来的么,27.0
核电成本研究，难蚌,27.0
满足标准你喝一口,27.0
核电仙人,27.0
你也知道啊,27.0
众所周知，日本发明了最先进的核污水处理技术，   世界应该向日本学习,27.0
众所周知，日本发明了最先进的核污染水处理技术，世界应该向日本学习 ,27.0
滤了个寂寞,27.0
而且你拥有这么优秀的处理技术，别人怎么不效仿呢？笑话,27.0
而且人还不少，都在认真看,27.0
考虑到经济和危险 不如让世界一起承担是吧 反正也没人能制止,27.0
滤水器,27.0
任何地方都有好人坏人，但日本绝大部分都是坏人,27.0
任何地方都有好人和坏人,27.0
全程看完,27.0
我们认为,27.0
老百姓都懂的道理,27.0
但凡东电愿意拼一下，堆芯也不至于烧成那样,27.0
但我感觉这么说的话，机器确实很有效，但是能处理的完吗？,27.0
少说也得再加几个零吧，就两台怎么想都不够,27.0
但排海的公关费就花了700亿,27.0
刚开始就没达标的,27.0
你个死扑街，量小，排30年，你说没事？,27.0
我也看完了,27.0
肯定有人看的,27.0
肯定是有的，就是图省事儿。,27.0
要不让公布的东电喝了吧,27.0
渔民肯定都害怕,27.0
就像一般老百姓去体检 体检报告出来大多数的数据都是看不懂的  只有医生看得懂,27.0
作为记者英语肯定是必须的，然后作为驻日记者日语肯定也是要熟练的,27.0
记住这个人,27.0
我们中国人，自己的拍摄手法挺好的,27.0
森口,27.0
反复小人,27.0
游客：你们的绳子什么时候换啊？蹦极安全员：断了就换。,27.0
但这个滤芯已经TM两年没换了,27.0
但用700亿压舆论，大若智,27.0
要哭了,27.0
记住这个b,27.0
但是溶质的总量不变了。,27.0
但是日本宁可用700亿日元去消除核污染水排海的影响,27.0
践踏人类来的“科学”,27.0
切尔诺贝利就是固化深埋处理,27.0
但是对人类对地球造成的伤害却是无穷无尽的,27.0
没有国家出动部队制作吗？,27.0
但是不管怎么稀释，核污染料的总量不会变啊,27.0
感觉眼神很不自信在躲闪啊,27.0
感觉就是英语会比日语更加的流利一些,27.0
先斩后奏,27.0
怎么不学学法新社的拍摄手法,27.0
巧用基本达到,27.0
虽然都在冷嘲热讽，但其实大家都希望他说的是真的，只是可能性太小,27.0
剧毒物质极少也会致命吧……这解释说不通啊,27.0
左下角有在看人数,27.0
工程量也还算行啊，为什么不做啊，不知道的以为工作量是他说的数据后边加个0那么多呢,27.0
心情沉重到不知从何说起,27.0
水我已经处理了，合不合格就不好说了,27.0
心 脏 骤 停,27.0
说出真相，别再祸祸海洋啦！,27.0
说出所有人的心声了,27.0
苏大教授,27.0
花700亿公关舆论都不愿花300亿处理水，真不是人,27.0
怎么不配给日本行政机关饮用？,27.0
感觉只有填埋和注入地底才能有效解决问题，其他蒸发排海只能让污染随水或气循环影响会更加深远,27.0
希望全世界都可以看到这个采访,27.0
加海水稀释排入海洋和直接排有区别啊 掩耳盗铃罢了 ,27.0
水平太次,27.0
良知在前，记住要考,27.0
俩月能搞四十分之二其实还行吧，为啥不一点点慢慢搞,27.0
良心大大滴坏,27.0
舆论公关费 远超 排海成本呵呵哒,27.0
倭寇,27.0
保护地球，保护海洋！！！,27.0
动画注释：吸附材料、钴（同位素）,27.0
别结巴啊，你自己说的话你自己信吗,27.0
很简单，随便几个常用字前面加个金字旁就是,27.0
前面都说了监管体系有问题，这个人还拿浓度当挡箭牌,27.0
到哪里苦的都是老百姓……,27.0
说到底稀释后的影响都是不确定的,27.0
已经不太信任IAEA这个国际组织了……,27.0
海底有外星人.....如果海底生活着人，无论长得怎么样肯定也是地球人啊,27.0
到足够低的水平但还是不符合标准,27.0
保护海洋！！！！！坚决抵制日本核污水排海！！！,27.0
制裁,27.0
已经气的不知道怎么说了。,27.0
莎比日本,27.0
莎必日本蛆 世界末日了还在家里算账,27.0
说没问题让他喝一口不就知道了吗，看他敢不敢喝,27.0
已经排了，啥话都不用藏着了,27.0
心酸,27.0
海水,27.0
说的很清楚了,27.0
前面的你自己问问自己活几十年的常识，还为啥不能打,27.0
说得好！！老百姓都懂的朴实无华的道理,27.0
前面的是九漏鱼吗，这个人就是说排海是不合理的呀,27.0
海水都变色了。。。,27.0
保护海洋，保护海洋动物！,27.0
英语比日语口语好好多,27.0
说虚心话和说良心话的人排在一起就很讽刺哈哈哈哈,27.0
苦了人民了,27.0
心痛.四级事故不管不顾变成七级.心痛,27.0
水颜色都不对劲了,27.0
已经在排了，关注,27.0
已经不是人了,27.0
说得太客气啦！！！,27.0
假装背词没记住，实际上都是安排好的,27.0
别放屁了,27.0
岛国特产：日本和污水,27.0
总量是个大问题，你稀释归稀释，大海里的总量是在一直增多的（讲道理你扔海里大海就帮你稀释了不是么）,27.0
自己人都气笑了,27.0
你说的好呀,27.0
尽量=可以不听,27.0
没事 鞠躬就好了,27.0
别只看氚啊！别的那么多核元素呢！,27.0
像去年八月一样，,27.0
自己人都不放过,27.0
评估结果：其他人都奈何不了我,27.0
毫无智慧与良知,27.0
历史会给出最后的答案,27.0
影响将是最大的（骄傲）,27.0
元素周期表里不包括同位素，一种元素可能会有多种同位素,27.0
你觉得我信不信,27.0
你继续编，信了你的邪,27.0
历史永远不会忘记,27.0
你看看你在说什么？!,27.0
历史给的答案，也是令人痛心的答案,27.0
论会玩，还得是它啊,27.0
想起福光岛改名暗影岛的故事,27.0
每天还在产生100dun q,27.0
你猜对了 但没奖励,27.0
每天一句日本上层真无耻,27.0
每人每天1升就喝完了,27.0
裹这么严实是有什么心事吗,27.0
就说修个车，这样修都得废别说反应堆了,27.0
总量超出了海洋环境承受能力,27.0
表面功夫做好就行 你看我有 至于用没用那就不可能让你知道,27.0
保护地球！保护海洋！保护地球！保护海洋！,27.0
傲慢,27.0
假装自己已经处理过了的意思，实际上处理效果相当糟糕，掩人耳目,27.0
包括各种同位素,27.0
自说自话，有可能作假啊，应该交给第三方检测的,27.0
怎么老想好事,27.0
误导个屁，明明就是同一个东西，不要脸,27.0
岂止渔业!走着瞧,27.0
很好奇1000种核素都叫什么名字,27.0
岂止是渔业啊,27.0
自私自利,27.0
保护地球 保护海洋！！！保护地球 保护海洋！！！保护地球 保护海洋！！！保护地球 保护海洋！！！保护地球 保护海洋！！,27.0
浓度很低？那你们为啥要穿防护服？,27.0
浓度低但是量大啊,27.0
保护了东电,27.0
半句不提那几个毒性大的,27.0
半衰期啊，减少到一半需要这么多年,27.0
居然都过去12年了,27.0
很喜欢霓虹酱的一句话：锕？,27.0
氚水不符合事实因为里面除了氚还有好多其它元素doge,27.0
做对的事而非容易的事,27.0
保护。 说了真话后会不会被消失啊？,27.0
自己测自己排谁会信啊,27.0
别忘了富集效应，最终还是会到人体的,27.0
总量不变，就是稀释了个寂寞,27.0
没一个好主意，有更好的解决方案不用非要破坏环境，怎么不采纳别国建议啊,27.0
居然已经十二年了,27.0
老渔民都比那些砖家看的通透,27.0
就是把原来的废水建个大的蓄水池储存起来，上面造个收集雨水的装置,27.0
还挺傲娇,27.0
达到了饮用水标准，日本打死就是不喝，就是要倒进太平洋，邪恶的民族啊,27.0
样都不给取，你猜？,27.0
凭日本的这点劳动力怕后几个还真搞不了,27.0
美国：没事没事随便排  ,27.0
没良知，无智慧,27.0
果然知小礼而无大义，伪善至极,27.0
果然日本人了解日本人,27.0
小日子是不见棺材不落泪的那种 该死,27.0
认真看啊，人家说的是以排海这种方式来节省空间是不合理的，不是说排海合理,27.0
他要是同意了，他就对不起他名字中的任何一个词,27.0
其实基建用辐射水泥就可以了,27.0
发布全面制裁八嘎的声明吧,27.0
还指定采样是吧？,27.0
他自己的国际吧，谁信他就是瞎,27.0
认真的看呢,27.0
只包括放射性元素，不要毒性是吧，那你排到海里面的不知道有多少毒呢,27.0
我做了 我道歉你还要我怎么样,27.0
极其矛盾，储存会让本地人不安，可你排海直接让本地人更加绝望，这是什么好政府,27.0
还是人家专家敞亮!,27.0
几乎都是在强调无放射性，丝毫不提对生物有毒性的元素，有也是仅仅说浓度低,27.0
还是学者客观一点,27.0
以前已经做过了,27.0
以前已经做过了？,27.0
变异开始,27.0
变异人崛起，超能诞生，世界终结,27.0
关键字：成本,27.0
我去你“………$”,27.0
翻译：我们考虑了很多安全的处理方法，最终我们决定排到海里,27.0
翻译：我们排我们的核污染水，干你m屁事！,27.0
翻译：不管其他人死活,27.0
过滤了个寂寞,27.0
小日子的嘴脸到最后全球海产品都是核变就没人抵制了,27.0
取个匹，堆芯早融穿下层了，现在都不知道融到哪了，早晚烧穿地壳 造个火山通路出来,27.0
取之大海，还之大海，小日子真的更懂得报恩，我哭死了,27.0
小日子的命运并不掌握在他们技术人员手里，悲哀,27.0
以后是不是只能吃人工虾仁了,27.0
过滤和稀释有用还用得着排？,27.0
过滤是固液分离啊,27.0
凭什么相信劣迹斑斑公司的话,27.0
注意安全啊大爷！,27.0
应国际定8.24日本投放核污水海洋灾难日,27.0
过滤，日本人以为是除杂质是吧,27.0
没用！ 日本禁止取样检测！ 日本不给任何其他国家组织直接取样检测！ ,27.0
没翻出来的一句话：也就是说日本人所谓的“死之灰”（原子灰）,27.0
他有好多痣阿,27.0
还是有明白人的,27.0
只是换了个名字,27.0
让全球为它买单,27.0
只要不检测它是坏的，就永远是好的是吧,27.0
废纸一张罢了,27.0
废水是循环冷却用的，不接触堆芯。而核污染水接触了堆芯，放射性物质爆表了都,27.0
