弹幕,重复次数
"在这种时候应该保持理性,有一些弹幕评论你过了",60.0
吹吧，还0.01，你在太阳底下的辐射都不止0.1,60.0
让我去,60.0
记者要注意安全,60.0
记者说得对,60.0
记者说的对,60.0
负责=鞠躬,60.0
谁吃谁变异,60.0
谁敢住那,60.0
啥，还有两成？,60.0
这记者好瘦啊，感觉风吹下就没了,60.0
这船都有核辐射了，当破烂都没人要,60.0
谁敢啊,60.0
谴责没用的,60.0
负着个屁，他们根本就不想负责,60.0
负责？根本不负,60.0
记者还是理性的,60.0
这群畜牲,60.0
命运的齿轮开始转动，理解叶文洁，成为叶文洁。[笑哭]​,60.0
这睫毛粘上去的吧,60.0
这睫毛得影子这么长啊,60.0
这睫毛,60.0
赔钱有啥用,60.0
赛默飞太贵，国产也有,60.0
赛默飞滑跪,60.0
这记者长的可以啊,60.0
喜欢这个女记者,60.0
谁买啊,60.0
喝水都成问题 以后,60.0
讲个笑话，稀释后排入大海,60.0
许多,60.0
因为美国早就排了,60.0
评论都不显示,60.0
"说下雨的,水蒸发后大多数物质会去除，不是说没危害，那你们这样说就是引发焦虑。",60.0
造假仙人,60.0
迪迦呢，我相信光,60.0
因为捕鱼也没人买，都回家歇了,60.0
连修建堤坝都能做到亡羊补牢，但倒水的窟窿以后它是填不了的,60.0
连个防护服都不穿？？？？,60.0
说要消除人类的，和这种灭绝人类的排海有区别吗,60.0
这里是净土，不干净，但很安静,60.0
这里不宽敞吗？它们不能在这些地方储存吗？,60.0
这辈子都回不去 下辈子也不行,60.0
嗯30岁去过福岛核电站，现在21岁了,60.0
请相信我，2033年8月27号会出现僵尸,60.0
请记者注意安全,60.0
记者吓死了，嗓子都在发颤,60.0
应该穿防辐射服,60.0
站那里有啥事？别乱接触东西就好了,60.0
日本政府 死罪,60.0
日本人はみんな馬鹿だ。,60.0
日本人为了长身高什么都做得出来,60.0
日本人应该多提防一下本土的蜥蜴，防止出现哥斯拉,60.0
日本人是海洋生物最好的饲料,60.0
日本人民因为这受难，世界人民也受其影响，真是。。。,60.0
日本官方：处置是处置，倒是倒，这是两码事,60.0
日本将成为第一批进化的人类,60.0
日本就是个野人,60.0
日本平民也挺惨的，自己政府这样,60.0
对世界上所有在意生态环境的人民来说都是非常严重的,60.0
日本必亡！,60.0
日本政府就是垃圾,60.0
日本买的辐射仪会不会出厂前就被调低了,60.0
日本政府就该灭掉,60.0
日本政府是真的蠢,60.0
日本政府都说没问题了，日本人就吃呗,60.0
富士山啊，快醒醒吧！,60.0
日本欠的钱都没还呢，说话还敢信,60.0
富士山:呼叫隔壁邱小姐，帮忙带瓶开塞露,60.0
富含多种矿物质？？？,60.0
日本没了可能就纳入美国了，它们不会还想着侵略吧,60.0
日本没有被海啸淹掉，太可惜了，老天不长眼啊！,60.0
寂 静 岭,60.0
日本渔民:666,60.0
日本亡了！,60.0
将成为全世界不可磨灭的记忆,60.0
姐姐妳咋没戴个口罩啥的，太危险了啊,60.0
"小富啊,快醒醒吧！(撕心裂肺)",60.0
捕鱼仙人,60.0
小日子换个政府吧。,60.0
据说不是建议老人切腹吗,60.0
小日子想着拉全球一起玩完,60.0
搬家搬家,60.0
摄影小哥：别光小姐姐呀，也关心关心我啊,60.0
摄影师:就没有人关心我吗？,60.0
改行刺客练习忍术,60.0
小心小心小心 ,60.0
小心啊啊啊,60.0
新的风暴已经出现,60.0
新闻专业5000块,60.0
日本不能要了，到切尔诺贝利那边住吧？,60.0
小姑娘声音都有点抖,60.0
小姐姐，做好保护啊,60.0
小姐姐注意安全！做好防护!,60.0
小姐姐注意安全！,60.0
小姐姐有点哽咽了,60.0
旁边还有学校？,60.0
小姐姐哽咽了,60.0
小姐姐口条好好 很专业,60.0
小型氢弹中和阿，说到底就是成本太高他不愿意,60.0
日国以无德为常规手段,60.0
日本不会是解决不了了 要把全人类拖下水吧,60.0
家被冲走了，至今还没回，盼儿速速归,60.0
日本渔民也不值得同情！杀海豚的时候怎么同情？！,60.0
日本生可乐~,60.0
有神秘四奥，不怕哥斯拉,60.0
有一个国家这样做，就会有第二个国家这样做，海洋迟早变成辐射洋,60.0
它们到底想干嘛，明知道会损害很多人的利益还要排,60.0
有啥需要注意安全的，一个个大惊小怪，太阳也有辐射，别出门了,60.0
有图有真相，你倒是把它拍出来呀,60.0
有大佐吃，你不用操心,60.0
有怪兽第一个灭的也是小日子,60.0
有没有一种可能，就是小孩子说他要拉尿的时候，其实他已经拉了一半,60.0
有没有专业人士给科普一下，记者手里的辐射仪器数值大概代表了什么？,60.0
有没有啥东西能把水流返还給日本啊,60.0
有病,60.0
孕育新物种呢,60.0
姐姐，注意防护啊,60.0
日本畜生,60.0
姐姐那么漂亮，要保护自己,60.0
有问题，不吃最好,60.0
姐姐约么,60.0
未来不会真的人类寿命极速缩短吧,60.0
未来地球也会变得这么安静,60.0
姐姐漂亮,60.0
姐姐注意防护啊,60.0
姐姐注意安全呀！,60.0
姐姐注意安全,60.0
姐姐是真拼，不要留太久了,60.0
姐姐快回家吧,60.0
最高0.2左右？就没个准确数？,60.0
它们能不能排富士山去,60.0
最好是封在地底吧,60.0
最后的武士,60.0
日本百姓真窝囊,60.0
日本的政府真的无能，连一个公司都管不好,60.0
日本的高层从来都没有为自己的人民着想,60.0
日本真是会害人,60.0
日本真的是人类败类……,60.0
日本离我们怎么这么近，md,60.0
日本管不了吧，东京电力公司背后实际控制人美国。,60.0
日本首相是疯子,60.0
日本首相这是在造大孽啊,60.0
完了以后不能吃海鲜了,60.0
日本首相都该切腹自尽了。还臭不要脸的说瞎话呢。怎么那么大的心,60.0
日本鬼子罪该万死！,60.0
日韩不会被美国承诺收容吧，比如用整个日本的国土覆灭移居美国,60.0
明年这个时候鱼都会用网捕渔民了,60.0
昔人已乘黄鹤去，此地空余发电楼,60.0
是时候了，富哥!该你出手了!,60.0
晃啥啊,60.0
它是怎么敢的？是谁？有什么阴谋！,60.0
曰夲排核污染行为简直是丧心病狂。这是在向世界人民做挑战。,60.0
曰笨,60.0
最了解的人就是当地人了,60.0
最卑劣的民族,60.0
最后也会扩散到河流中,60.0
捕猎哥斯拉,60.0
捕捞量大，销售无门……,60.0
捕捞哥斯拉哈哈,60.0
想起一个小日子的老游戏，死魂曲,60.0
快跑要排核了,60.0
快跑，有辐射,60.0
怎么不把这个公司直接灭了,60.0
怎么想的，太危险,60.0
希望你没出事,60.0
怎么感觉跟哭腔一样,60.0
希望人没事,60.0
怎么有上课铃？,60.0
怎么没有配个防护服,60.0
怎么没有防护服呀？注意安全呀,60.0
怪不得《重装机兵》系列在小日子那里卖的不好，揭短能卖的好吗,60.0
感觉小姐姐快哭了，真的能听出感情来啊,60.0
工伤,60.0
感觉记者同志都非常生气了,60.0
感觉记者的声音有点沙哑,60.0
感觉这风都是有辐射的,60.0
愿我能正常老死,60.0
懂了核污染水罐自己跑了（）,60.0
成为不了问题，肯定不能吃啊,60.0
我18岁生日，今年8月24!结果日本就给我搞这出,60.0
我一次都没去看过海，你要我怎么活？啊啊啊啊啊啊啊啊啊,60.0
我们国内核电站附近多少？,60.0
我们尚且能共情,60.0
工伤工伤,60.0
希望有越来越多人意识到问题的严重性,60.0
快跑,60.0
快走快走,60.0
快走吧，安全重要,60.0
应该穿防护服播报,60.0
应该穿防护服啊！祝平安,60.0
应该穿上防辐射服，报道。,60.0
废弃的日本政府。,60.0
应该派一位男同志去啊,60.0
建议国家改原福岛中文名为辐岛,60.0
建议约翰斯霍普金斯大学统计部，每日统计和废水死亡鱼虾贝类数量，向上峰汇报,60.0
开启废土时代，全球变异进化,60.0
应该是全世界难以忘却的一天,60.0
开船仙人,60.0
应该去其他核电站附近测一下,60.0
弹幕大军呢,60.0
弹幕永远不是你制造恐慌的地方,60.0
弹幕的关注点真奇葩,60.0
当地人也困难，世界也受影响。。。,60.0
当地人以后靠人体发电生活,60.0
年纪轻轻就噶了,60.0
必须为记者一键三连,60.0
干净又卫生,60.0
快回家吧,60.0
快回来吧，咱不去那破地方，暂不需要现场情况,60.0
快点回来吧！,60.0
快走吧,60.0
我们核电站周边也是0.1左右啊，你想说啥呢,60.0
我们联合,60.0
捕怪兽吧,60.0
把大海还给我们,60.0
就是本底,60.0
所以这是全面核战争吗,60.0
手势好评,60.0
手很好看，注意安全,60.0
手抖,60.0
手的皱纹有点多,60.0
才3成？？,60.0
扎赞、特贡、古维拉,60.0
打捞出大宝贝,60.0
承诺就是用来打破的,60.0
小鬼子的丧钟已经敲响。,60.0
投个氢弹，把日本和核污水一起解决（bushi）,60.0
我们能不能把日本整块地割开让它漂流到美国去,60.0
护驾呀！,60.0
小曰子:它自己漏的和我没关系,60.0
担心还排呢,60.0
拍摄时间应该是还没有排水的所以。。,60.0
招核民族祸害地球,60.0
小日子，世界环境的破坏者，坑害子孙万代的罪人,60.0
拿些具体测量数值,60.0
拿麦克风的手能体现出记者当时的心情,60.0
指数0.5是报警。。。指数0.8是危险。。再高就是直接暴露。。。,60.0
捕了也没人要，没人吃，这下海就是赔钱,60.0
捕什么鱼呀，在家准备强力武器备战哥斯拉呢,60.0
戴口罩防辐射？,60.0
战犯政府，这次又和全人类为敌,60.0
战地记者，注意安全，带个口罩，穿个防护服注意安全,60.0
战地记者！,60.0
我国海域内循环，小日子的水会先影响美丽国,60.0
我天,60.0
我很担心以后的海水通过水循环落到大陆的湖里，这样就连盐也没有了,60.0
我总觉得它除了这还会干点啥,60.0
我感觉日本韩国像要弃国一样……,60.0
山西时间19:43,60.0
山海经是写实记录,60.0
我感觉站在这里呼吸都是脏的，辛苦记者了,60.0
我擦，颤音了。受到威胁你就眨眨眼,60.0
我方从不干涉他国内政,60.0
山上前辈，回来吧，在拯救我们一次,60.0
屏幕上说注意安全的脑子都怎么了？如果真的有危险，央视会让他们没有任何防护措施就去现场报道吗？,60.0
我的妈呀7分钟一镜到底~这个小姐姐我可转粉了啊,60.0
我的打算本来是长大了去海边生活，现在…,60.0
我终于知道他为什么叫福岛了，因为辐岛,60.0
居住24小时  全天,60.0
我觉得以后出门可以随时带个检测仪,60.0
我觉得日本没必要存在灭了啥事不就没有了么,60.0
我觉得记者有点哽咽，有点想哭，还是我的错觉●﹏●,60.0
我还没吃过小龙虾 呜呜,60.0
我还没有看过大海。。。。,60.0
就算正常，小八嗄也不敢回去住,60.0
战地记者美女，注意安全哈,60.0
未来的海洋也会变得这样安静吗,60.0
姐姐好猛,60.0
穿防护服啊,60.0
现在27号了,60.0
大海，蒸发，下雨，地面水库，地下淡水会不会都完蛋？人类该何去何从？,60.0
大海都没办法稀释,60.0
大海那么多生物 感觉难免会进化出适应环境的怪物,60.0
大海还不比你稀释用的水多,60.0
特别是看到美日韩联合会议，总感觉没安好心,60.0
狭路相逢勇者胜,60.0
大概500次胸透为一伦琴,60.0
玛娜生态登场,60.0
环保少女就是个笑话,60.0
环保少女过来艾草,60.0
环太平洋要成纪录片了,60.0
现在不吃，最后也得吃，除非你什么都不吃,60.0
爱 惨,60.0
现在各国可能都在抓紧时间造水质过滤器了……,60.0
现在在水里游会儿 过几年就成美人鱼了,60.0
现在成立ETO还来的急吗,60.0
现在是收复日本的好时候,60.0
现在更喜欢了,60.0
现在连渔船都要用不了了,60.0
现实版暗影岛！,60.0
理解一下狗要是听得懂人话那就好了,60.0
理解叶文洁了,60.0
大家不用关心鱼，他们自己回上岸的,60.0
用无人机过去测测是多少,60.0
物理需要一次彻底的改良了，期待核聚变登上舞台！,60.0
潘多拉魔盒 就不能把妖魔鬼怪制服,60.0
未来的海洋会比这更安静,60.0
太平了吧也,60.0
深入敌后不容易,60.0
太瘦了吧,60.0
太瘦了,60.0
太拼啦,60.0
太感动了，这才是求真求是的精神,60.0
淹了吧这国家没有存在的必要了,60.0
渔业资源只是开始，最终所有东西都带辐射,60.0
渔民:我不当渔民了。,60.0
渔民以后可以专职成怪物猎人了,60.0
太平洋完了,60.0
渔民准备升天,60.0
渔民都怕核辐射逃了，记着应该穿点防护服。。,60.0
漂亮国需要更多长期用药的癌症,60.0
渔民：完了，饭碗被砸了,60.0
渔民：我还想活,60.0
渔民：郁闷,60.0
渔民？？？全球气循环都得受 罪,60.0
渔船都是新的，估计是政府拖来撑场面的,60.0
温顺的进入这良夜,60.0
溶质不变稀释有屁用,60.0
太可怕了，了无生机，恐怖啊,60.0
太危险啦,60.0
太危险了,60.0
太不安全了！！,60.0
用生命在报道新闻啊！,60.0
用生命在报道，致敬,60.0
电影《汉江怪物》恐成现实,60.0
声音都发颤了,60.0
真的是战地记者了属于是,60.0
多么精干的人阿,60.0
眼睫毛4公分,60.0
夏尔上人，日本巜小可爱》,60.0
眼睫毛戴的这么长,60.0
睫毛太长,60.0
睫毛好长,60.0
睫毛的影子  哈哈,60.0
短期,60.0
确实没有任何处置就排出去了,60.0
碳14,60.0
福岛居民也是惨啊……,60.0
畜生↓,60.0
科幻片里的各种灾难可能在将来某一天成为现实,60.0
科普小知识：这个辐射仪一万六千五百元,60.0
稀释个毛线啊，能稀释到哪种程度,60.0
稀释会通过生物链的聚集效应又回到人体,60.0
稀释再排海？排海不就等于稀释了嘛？,60.0
稀释有什么用 排放总量不变,60.0
穿上铅衣吧,60.0
穿个防化服啊,60.0
穿白衣服就对了,60.0
穿防化服啊,60.0
穿防护服呀,60.0
真正的孟士,60.0
多大的事，再鞠一躬呗,60.0
真敬业啊,60.0
真敬业,60.0
疫情好几年 第一次见没戴口罩的样子,60.0
疫情时候常能看见你播报新闻，妹子注意安全,60.0
瘦成竹竿了,60.0
癌变十几年后打回我们身上,60.0
百氚东倒海，何时复西归？,60.0
百氚东倒海，喝时辐西归,60.0
百氚东倒海，核实腐溪归,60.0
盖亚曾经说过如果地球抛弃人类，就不会有奥特曼。可是地球真的没有奥特曼啊,60.0
盖格一响，全村吃席,60.0
盖格计数器,60.0
盖格计数器假的吧,60.0
直接排海不是更稀释吗,60.0
相对安全，不安全都在海里,60.0
相对铵醛,60.0
相机也要注意电离辐射啊（,60.0
省流：引爆日本,60.0
多造几颗核弹吧，炸怪兽,60.0
看新闻就看新闻一直盯着记者外表评头论足有bing啊？,60.0
看来哥斯拉只是时间问题,60.0
真不怕吸收到放射性物质吗,60.0
真勇啊,60.0
真就无想忍峡,60.0
真战地记者,60.0
太美了,60.0
太自私了 自己人民的死活都不顾,60.0
消灭人类暴政，世界属于三体。,60.0
没事，你不用去找他，他会来找你的,60.0
好美,60.0
好看,60.0
氚的半衰期约为12年,60.0
氚还好，钴60要命哦，半衰期长的很,60.0
水是生命之源,60.0
好瘦的身板，衣服都空空的,60.0
好瘦啊应该会软掉,60.0
好瘦啊妹子,60.0
求同款辐射仪,60.0
没事，以后鱼会自己走上来的，但是你要学会新的技能狩猎,60.0
好漂亮的央视记者,60.0
好消息是：可以见到真正的怪兽了。,60.0
没有任何问题的正常值,60.0
没事，可以洗成正常的，比如说这是自然正常辐射值,60.0
没事，有躬匠精神,60.0
没人买捕个毛,60.0
没人会吃的放心,60.0
好歹穿点防辐射服啊,60.0
好歹毒,60.0
没人正常，台风要来了，出海找死吗,60.0
没人科普吗？？应该是多少一下呢。？？阈值多少？？？,60.0
好想把日本轰到美国去,60.0
没关系 以后鱼会自己走上来的,60.0
没想到环太平洋是纪录片,60.0
好美啊,60.0
氚本身还好，主要是日本宣称处理其他放射性元素的ALPS可靠性非常值得质疑,60.0
好长好长的睫毛,60.0
好高,60.0
姐姐太猛了,60.0
姐姐太勇了,60.0
末日废土开启新纪元，食物和淡水,60.0
姐姐回国,60.0
姐姐保护好自己啊,60.0
姐姐不穿个防护服吗,60.0
妹子保护好自己,60.0
妹妹你要小心,60.0
李茜文姐姐是驻日本的记者,60.0
李记者，注意安全！,60.0
标准时多少啊？？？,60.0
核化学会最终影响全球水资源，重水会进入大气循环。,60.0
核太平洋,60.0
核污染稀释后，注意是稀释后，才达到所谓的标准，这就是慢性投毒。,60.0
核污染稀释，稀释，注意是稀释后，还不展示准确数据，这就是投毒,60.0
核污水就是有害的，稀释就是为了掩盖有害的事实。,60.0
核辐射刺身，美滋滋,60.0
根本不用测,60.0
正常城市0.1左右,60.0
正常是0.02,60.0
正常本底到0.2都还好都挺正常的,60.0
死了一个前首相，后面的是美国扶持的，前面那个狡猾如狐，不会相信美国那一套的,60.0
毁灭吧赶紧的,60.0
好年轻,60.0
好家伙，看财经频道经常出来的茜文,60.0
太近了，一定要注意安全,60.0
奥特曼中要出现了沙福林的计划，要成功了,60.0
活该，,60.0
她说话好像刘恋,60.0
流浪地球是部记录片,60.0
测测咱的,60.0
她的声音听着好难受啊,60.0
测辐射咯,60.0
女记者出现抗辐射buff,60.0
海南人真的要哭了，他们为了省钱排核污水，为什么要祸害我的家乡，我所见的海天一色还能再有吗？,60.0
海啸都没让他如此穷困,60.0
奥特曼和怪兽真的要来了,60.0
奥特曼准备，要打怪兽了,60.0
海氚奔硫,60.0
没有任何防护？,60.0
夺少？？！,60.0
海的味道你知道～福岛辐射～,60.0
海的味道倭知道,60.0
央视记者，你能穿防化服吗？,60.0
央视的记者小姐姐好漂亮，这手爱了,60.0
海都有点发黑了,60.0
央视新闻,60.0
海里的鱼：我们反对排海,60.0
海鲜不敢吃了才对,60.0
海鲜大餐:烧烤哥斯拉,60.0
海鲜还涨价 白送我都不要,60.0
她这是不是瘦的有点严重了,60.0
注意防护，保护好自己吖,60.0
注意防护辐射,60.0
注意防护啊，保护好自己,60.0
没有防辐射服吗，快给小姐姐穿上啊！,60.0
没本事少bb,60.0
好好看的辫子,60.0
没本事少说话,60.0
注意个毛！谁敢动！！！,60.0
注意健康啊，记者,60.0
注意安全 注意安全 注意安全,60.0
好厉害的睫毛,60.0
注意安全呀 怎么没穿防护服？,60.0
注意安全啊 ^_^ ,60.0
注意安全啊啊啊,60.0
注意安全啊姐姐,60.0
注意安全啊没防护就站那边,60.0
好几倍了,60.0
注意安全啊！！,60.0
注意安全啊，防护服快穿上,60.0
好修长的手,60.0
注意安全！不要刺激当地人，也不要喝当地水,60.0
注意安全！注意安全！,60.0
注意安全，注意安全,60.0
注意安全，注意防护！！,60.0
注意安全，瑞思拜,60.0
注意防护啊,60.0
正常范围是0.01-00.2，己经十倍了,60.0
          ↓哥斯拉云,60.0
不用穿防护服吗？,60.0
一家之言,60.0
只要不长期在那种地方呆着 ，对身体的影响就不太大。,60.0
。。。。。。2要死人的,60.0
《明   日   之   后》,60.0
全世界的人都将受到伤害,60.0
《最后的净海》,60.0
以身犯险,60.0
你越稀释它的量就越多两种水密度就很接近更容易扩散的远也扩散的更快,60.0
为了安全还是穿防护服吧安全第一日本不值得,60.0
《权威》,60.0
保护海洋！坚决抵制,60.0
thermo辐射仪 挺专业的,60.0
上课铃声全世界统一？,60.0
不要待久了,60.0
前面那条，应为他这个是直接被污染了的水，并不只是没接触的冷却水,60.0
不要戴防辐服吗,60.0
《死寂的海洋》,60.0
别的不想说了  记者注意防护注意安全  大家自求多福,60.0
不要担心那些能不能吃？快担心一下海洋生物的安全吧,60.0
你不怕辐射吗,60.0
伊姆在暗中策划,60.0
不能吃，太平洋周边都会受影响！,60.0
从此之后，日本对于世界就有了原罪！,60.0
再过不久就不是这两千号渔民了，而是整个环太平洋的无数渔民和从业者，都要面临失业了！,60.0
不穿防护服？？,60.0
9月8号的,60.0
以后鱼会自已走上岸的！,60.0
一点防护都没有 是意思没危险吗,60.0
为什么不穿防护服啊！,60.0
为什么不穿防护服啊,60.0
产生变异物种那得是等我们这代人死了才有的事了,60.0
为什么不穿好防护服，，注意安全啊,60.0
别说日本，其它地区的海产品都不能吃,60.0
不穿防护服吗？太拼了吧,60.0
以后鱼捕人，大家就别想还能吃鱼了,60.0
不能以人的标准去衡量畜牲,60.0
《干净》,60.0
以后，日本人是海洋生物最后的饲料,60.0
《归还困难区》语言艺术实属给日本玩明白了,60.0
824！！！,60.0
《怪物猎人2023》,60.0
你要小心别被搞掉,60.0
《战地记者》,60.0
你让心海怎么活呀？,60.0
不能(即答）,60.0
你这个稿子 断句咋这么别扭,60.0
你下午排完再来测测,60.0
假如我在某地测得比福岛高，我是说假如啊，阁下该如何应对,60.0
2稍微高一点，不过短期停留基本没问题,60.0
剩下还未被发现的海洋生物要上来找人类了,60.0
一天内他们就提前把一年的废水都排了生怕来不及放出去,60.0
中国人还是日本人,60.0
下海游泳？下去两根腿，出来三根腿,60.0
俄罗斯那个核泄漏，，，当年辐射是现在的是八百万倍，呆40秒就死。这里目前相对来说短期停留辐射度还行,60.0
《祸岛》,60.0
下课了,60.0
2？？？,60.0
2？！注意安全！！！,60.0
做好安全保护措施啊（记者和摄影师都要做好！！）,60.0
你这是为他申冤,60.0
2的数据呢,60.0
2挺高的,60.0
丧钟响起,60.0
2我的天！,60.0
←要是录像都能拍到噪点了那摄制组就真回不来了,60.0
2左右的话和切尔诺贝利居民区的辐射值都差不多了,60.0
2就是极限百倍了,60.0
做好防护啊！小姐姐,60.0
加的水有海洋水多？,60.0
不只是海洋啊，我们的水以后都带有辐射，食物中的水也有,60.0
做了什么孽啊，和日本一个星球,60.0
保护海洋！人人有责,60.0
不可能永远不打鱼,60.0
《汞僵》,60.0
人家早脚底抹油了,60.0
zone,60.0
中指好长啊。。。。,60.0
中指好评！！！,60.0
反正日本狗先死绝,60.0
中国都不进口海鲜了  他补个屁    饿死他们,60.0
5555好惨啊 众多渔民,60.0
不高啊,60.0
作防护啊,60.0
他这个摄像机真好,60.0
剩下没探索的95%会去小日子的,60.0
3成，白送喔都不要,60.0
不，以后没人吃海鲜了,60.0
↓哥斯拉云,60.0
可以再减百分之八十,60.0
别慌啊,60.0
其实摄影师也很辛苦…,60.0
《相对》《短期》,60.0
9注意安全,60.0
再过几百年哥斯拉就是纪录片,60.0
做好防护，别身在辐中不知辐,60.0
你好快走，一会来不及了。,60.0
a？,60.0
勇士！！,60.0
七十岁了，可以退休了。,60.0
减少了10成甚至9成（doge）,60.0
勇士！,60.0
买回来我怕海鲜把我吃了,60.0
主要是海洋辐射水，以降雨下雨的方式返回到内陆,60.0
《上涨》,60.0
《一片死寂》,60.0
勇士辛苦了…,60.0
以后日本真的是需要奥特曼了,60.0
主要是怕哥斯拉,60.0
你们父母四五十岁，那么六十多的时候癌症基本是会得的,60.0
不是他们，是全人类包括所有海洋生物,60.0
md为毛离日本这么近啊,60.0
主持人真美,60.0
变异物种补完计划,60.0
你就算白送我，我也不吃,60.0
你已进入辐射区，请注意防护！,60.0
前面的，我对人类有信心，只是对鬼子没信心而已,60.0
也许日本想小男孩和胖子了,60.0
勇士，致敬,60.0
以前都是我们探索海洋，马上海洋里的东西就要上来探索我们了,60.0
以后海产品不吃人都算好了，还吃海产品呢,60.0
三成怕什么,60.0
三头鱼,60.0
以后的海产品：日本的人类还能不能吃（探头探脑）,60.0
也就美国这个出生会赞成了,60.0
保重自己记者同志,60.0
什么焦段啊？,60.0
准备冬眠吧,60.0
准备是发光海,60.0
你别晃了，我头快晕辣,60.0
上2的话，细胞要被轰击了,60.0
又来骗人了,60.0
九月二十四我生日,60.0
不愧是你啊日本政府,60.0
准备研究科技枪吧，往后打怪兽了,60.0
勇！注意安全！,60.0
什么衣服能防辐射，有谁告诉我,60.0
也测测咱们周围海域的辐射量，让大家有个对比,60.0
勇！,60.0
以后是海产品吃你,60.0
三体人出击,60.0
《哥斯拉诞生记》,60.0
《哥斯拉：起源》,60.0
其实0.12的辐射值不影响通信的,60.0
不用穿防护服吗,60.0
为什么画面有闪光。。。。,60.0
免费你敢吃吗,60.0
保护海洋，保护地球​,60.0
B站股东是哪的别忘了，就这热度,60.0
一脸生无可恋的样子,60.0
不得不支持,60.0
保护海洋，保护全球生态安全！,60.0
不用捕鱼，以后鱼会自己上来,60.0
不用稀释后再排放，放大海里慢慢稀释呗,60.0
免费都不要,60.0
md，就应该把日本打了，这种垃圾国不配出现在地球,60.0
以后不用打鱼了，鱼隔了核污染水会自己走上岸来找你,60.0
以后不用打鱼了，鱼喝了核污染水会自己走上岸来找你,60.0
《寂静港》,60.0
以后不用去捕鱼了，鱼自己会长腿走上岸来,60.0
不知沿海渔民又有多少会因此失业。。这什么事啊,60.0
不带任何防护措施，真的没问题吗？,60.0
去海里试试,60.0
不知道在现实中看高达大战哥斯拉是种怎样的感觉，我该准备多少爆米花,60.0
不知道在现实中看高达大战哥斯拉是种怎样的感觉，我该准备多少爆米花？,60.0
你来真的啊,60.0
一般城市是0.2，东京要是0.01，那我只能说东京的环境太好了,60.0
关于日本出的鱼类变异题材的游戏动漫漫画电影什么的很快就会是现实了,60.0
其实世界核组织测过了，如果没有内幕的话应该是没问题的,60.0
保护海洋，保护海洋，保护海洋,60.0
再鞠一躬，不行就多鞠几个,60.0
不是福岛是核岛,60.0
你拿个仪器测测行不行,60.0
你拿什么负责,60.0
又会发生再次巨大的变化？,60.0
为啥不穿防护服？？？,60.0
为啥不穿防护服啊？不是辐射很强么？,60.0
为啥不穿防护服啊,60.0
以后只能捕哥斯拉卖了啊,60.0
克苏鲁养成第一步,60.0
你既然不穿防化服？,60.0
二战遗留问题一次解决！！！,60.0
口罩？你以为病毒？,60.0
你是人民英雄,60.0
不是还有韩国啦,60.0
以后再也不吃海产品了,60.0
以后都不用捕鱼了，工作没了。,60.0
什么东西每天都在造核污水，它们想干嘛,60.0
何时开民智？,60.0
上课了,60.0
保护我方所有人,60.0
切尔诺贝福岛，哥斯拉的故乡！,60.0
他们那政府不会养他们一辈子的,60.0
200倍,60.0
0.1到0.2都是正常的,60.0
反对的国家也挺多的 德国好像就反对来着,60.0
养哥斯拉呢,60.0
保护地球！！！！保护海洋！！！！！,60.0
保护保护保护保护保护保护保护保护保护保护保护,60.0
0.12微西弗每小时说不定比你家里还小。,60.0
可得小心点。,60.0
下降三成不错了，因为这起码还算是可能没有被污染的鱼，但是被污染给我我才不吃,60.0
保护地球！！！保护海洋！！！保护地球！！！保护海洋！！保护地球！！！保护海洋！！！保护地球！！！保护海洋！！保护地球！！！保护海洋！！！保护地球！！！保护海洋！！保护地球！！！保护海洋！！！保护地球！,60.0
人类文明将毁于日本,60.0
【【【央视从来不说假话 】】】,60.0
全是脱稿太牛了,60.0
《辐  氘》,60.0
可以开始造机甲咯，不然就来不及啦,60.0
切腹自尽不能解决问题，用枪口顶着东电和日本政府要他们停止排海用环保花钱方式解决,60.0
两个“小男孩”的教训根本不够,60.0
保护好自己！,60.0
(╥╯﹏╰╥)ง,60.0
0.2以内都是正常值，我是做X-ray设备的。2就很危险了,60.0
人类探索了海洋5%，剩下百分之95要来探索人类了（乐）,60.0
保护地球，保护海洋！！！,60.0
100年后就真有鱼人这一种族了,60.0
人类忘记了自己的起源又无视维持生存最起码的需要这样水和其他资源也就一同变成了人类漠然不顾的受难者适应这些化合物所需要的时间以自然历史的维度进行衡量它耗费的不是一代人的时间而是几代人的生命,60.0
“鱼民”,60.0
12:58,60.0
保护我方记者！,60.0
别乱跑呀，不值得,60.0
《辐氘》,60.0
“最大指数：2.5伦琴（虽然现在不用伦琴了）”,60.0
他想直接倒海里面稀释吧,60.0
保护我方记者!保护姐姐!,60.0
世界可以没有日本，但不能没有海洋！！！,60.0
200倍你不穿防护服？,60.0
2026年8月24日来考古。目前中国受到的影响要比其他国家小很多，一切都会好的,60.0
保护我方记者!保护姐姐,60.0
保护我方记者,60.0
保护我方李茜文,60.0
10,60.0
压根就没想过负责,60.0
保护我方文文,60.0
会有斯拉克和斯拉达,60.0
00后主线任务：活下去,60.0
《钚 鱼》,60.0
历史会铭记这一刻的,60.0
15:27,60.0
住在上海的我准备逃离去湖南,60.0
一个小时这么快？,60.0
可怜吗？找他们政府去！,60.0
保护好自己啊,60.0
切尔诺贝利一万五千伦琴,60.0
东京电力公司根本就是吃人企业,60.0
可以捞哥斯拉,60.0
“安 全”,60.0
傻子不好骗喽,60.0
